"Organisation ID","Organisation name",Website,"Short description","Long description",Country,Region,Latitude,Longitude,Address,"Organisation type","Organisation size","Start date","Linked project IDs",Tags,"Network tags",Created
534,MuseomixUK,,,,"United Kingdom",Bridgnorth,52.5345626,-2.4194131,"4 St Johns Street,
WV156AG","Grassroots organisation or community network","0-5 people",,738,,,1970-01-01
961,Museon,,,,Netherlands,"Den Haag",52.0749456,4.2696803,"Stadhouderslaan 37,
NL-2517 HV",,,,,,,1970-01-01
770,"My City",,,,"Russian Federation",Murmansk,68.9706637,33.0749718,"Podstanitskogo, 1,
","For-profit business","0-5 people",,245,,,1970-01-01
1155,"My Seed",,,,Poland,Wroclaw,51.1089776,17.0326689,"Teczowa 7,
","For-profit business","6-10 people",,463,,,1970-01-01
783,mylearningworx,,,,"United Kingdom",Wokingham,51.4120318,-0.8324036,"Market House,
RG40 1AP","For-profit business","6-10 people",,481,,,1970-01-01
50,mySociety,,,,"United Kingdom",London,51.5073219,-0.1276473,"483 Green Lanes,
N13 4BS","Social enterprise, charity, foundation or other non-profit","11-25 people",,544,,,1970-01-01
431,"MySupportBroker CIC",,,,"United Kingdom",London,51.5073219,-0.1276473,"Capper Street,
WC1 E 2JA","Social enterprise, charity, foundation or other non-profit","26-50 people",,491,,,1970-01-01
153,NachhaltigeJobs,,,,Germany,Cologne,50.938361,6.959974,"Im Mediapark 5,
50670","For-profit business","0-5 people",,,,,1970-01-01
382,"narua taller de negocios",,,,Spain,Leon,42.6341451,-5.971415,"Calle General Benavides, 11 2,
24005","For-profit business","0-5 people",,500,,,1970-01-01
714,"National Ugly Mugs",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"Sawley Road,
M40 8BB","Social enterprise, charity, foundation or other non-profit","0-5 people",,118,,,1970-01-01
52,"Navreme Boheme, s.r.o.",,,,"Czech Republic","Praha 7",50.0874654,14.4212503,"U Smaltovny 25,
17000","For-profit business","0-5 people",,418,,,1970-01-01
511,"NB consult",,,,"United States",Yucaipa,34.040931,-117.0516713,"35016 Ave D,
92399","For-profit business","0-5 people",,427,,,1970-01-01
642,NCBI,,,,"Czech Republic",Praha,50.0874654,14.4212503,"12a,
18600","Grassroots organisation or community network","6-10 people",,468,,,1970-01-01
1101,"Neighbours Can Help Ltd",,,,"United Kingdom",Sheffield,53.3806626,-1.4702277,"O Build 4 Growth Ltd, 7 Brompton Road,
S9 2PA","Social enterprise, charity, foundation or other non-profit","0-5 people",,175,,,1970-01-01
396,"Neo International Ltd",,,,,,,,",
",,,,,,,1970-01-01
1174,Nesta,http://www.nesta.org.uk/,"Nesta is an innovation charity with a mission to help people and organisations bring great ideas to life","<p><strong>Nesta</strong> is the UK's innovation foundation. We help people and organisations bring great ideas to life. We do this by providing investments and grants and mobilising research, networks and skills. We are an independent charity and our work is enabled by an endowment from the National Lottery.</p>
<p>The video below explains a bit more about what we do.&nbsp;</p>
<p><iframe src=""//www.youtube.com/embed/pJQtjkl7L1I"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>","United Kingdom",London,51.5073219,-0.1276473,,"Social enterprise, charity, foundation or other non-profit","101-500 people",1998-01-01,"110, 297, 369, 472, 525, 585, 740, 790, 810, 855","Innovation, Thinktank","Alliance for Useful Evidence, CAPSSI, ChiC, Design for Europe, European Digital Forum, Readie, Social Innovation Community",1970-01-01
337,Nestpick,,,,Netherlands,Rotterdam,51.9277981,4.4886233,"Goudsesingel 194,
3011KD",,,,,,,1970-01-01
1180,NetHood,http://nethood.org,"NetHood is about bridging the digital with the physical space; sharing ideas and experiences, affirming differences; building together local solutions for local needs, including: DIY networking, social infrastructures, complementary currencies, cooperative housing, and community-supported agriculture.",,Switzerland,Zurich,47.3685586,8.5404434,,"Grassroots organisation or community network","0-5 people",,774,"complementary currencies, cooperative housing, DIY networking, hybrid space, interdisciplinarity",,1970-01-01
412,netivist,,,,"United Kingdom",London,51.5073219,-0.1276473,"257 Holloway Road,
N7 8HF","For-profit business","6-10 people",,112,,,1970-01-01
884,"Netwerk Democratie",,,,,,,,",
",,,,,,,1970-01-01
758,NetwOrg,,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Kampstraat 75,
1211 GD","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
402,"New Citizenship Project",,,,"United Kingdom",London,51.5073219,-0.1276473,"44 Clipstone Street,
","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
1021,"New Economics Foundation",,,,"United Kingdom",London,51.5073219,-0.1276473,"3 Jonathan Street,
SE11 5NH","Academia/Research organisation","51-100 people",,549,,,1970-01-01
587,NEXA,,,,Italy,Torino,45.0677551,7.6824892,"Centro Nexa su Internet & Societa, Politecnico di Torino - DAUIN, Corso Duca degli Abruzzi, 24,
10129","Academia/Research organisation","101-500 people",,361,,,1970-01-01
960,"NHO Nordland",,,,Norway,Bod,58.9731035,5.6757029,"Sandgata 5,
8006","For-profit business","6-10 people",,477,,,1970-01-01
297,NICVA,,,,,,,,",
",,,,,,,1970-01-01
115,NILU,,,,,,,,",
",,,,,,,1970-01-01
1024,Nod-A,,,,France,Paris,48.8566101,2.3514992,"156, rue Oberkampft,
75011","For-profit business","11-25 people",,165,,,1970-01-01
1074,"NOISE Festival",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"1B Stevenson Square,
M1 1DN","Social enterprise, charity, foundation or other non-profit","6-10 people",,,,,1970-01-01
525,"Nominet Trust",,,,"United Kingdom",Oxford,51.7520131,-1.2578498,"Minerva House, Edmund Halley Road,
OX4 4DQ",,,,297,,,1970-01-01
179,"Non Chiederci La Parola",,,,Italy,Milano,45.4667971,9.1904984,"Via Messina 6,
20154","Grassroots organisation or community network","6-10 people",,130,,,1970-01-01
880,"nordic business house",,,,Estonia,tallinn,59.4372155,24.7453688,"roseni 10,
110",,,,,,,1970-01-01
1096,NordicDEi,,,,Sweden,Lund,55.7029296,13.1929449,"Scheelevagen 15A,
221 00","For-profit business","6-10 people",,219,,,1970-01-01
1232,"Northumbria University",http://www.northumbria.ac.uk,,,"United Kingdom","Newcastle Upon Tyne",54.9770924,-1.6142058,,"Academia/Research organisation","over-1000 people",1969-01-16,,,,2017-01-25
623,"Not Just Arduino",,,,"United Kingdom",London,51.5073219,-0.1276473,"447 Hackney Road,
E2 9DY","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
731,"Nouvelle Fabrique",,,,France,Paris,48.8566101,2.3514992,"5 rue Curial,
75019","For-profit business","0-5 people",,268,,,1970-01-01
997,"NPO ICT Center",,,,"Korea, Republic of",Seoul,37.5666791,126.9782914,"bul gwang dong, Seoul SE center,
none",,,,378,,,1970-01-01
70,"NPO IT Support Center",,,,"Korea, Republic of",Seoul,37.5666791,126.9782914,"Nokbeon-dong	Eunpyeong-gu 5-29,
122-824",,,,,,,1970-01-01
303,Nudge,,,,Netherlands,Overveen,52.4059712,4.564469,"Bloemendaalseweg 236b,
2051 GM","For-profit business","6-10 people",,,,,1970-01-01
928,"Nursing Care Core",,,,,,,,",
",,,,,,,1970-01-01
35,"O masa calda (A Hot Meal)",,,,Romania,"Cluj Napoca",46.7693367,23.5900604,"Zefirului,
","Grassroots organisation or community network","6-10 people",,,,,1970-01-01
60,"OE global",,,,Germany,Berlin,52.5170365,13.3888599,"58,
10437","Social enterprise, charity, foundation or other non-profit","0-5 people",,488,,,1970-01-01
1068,OECD,,,,France,Paris,48.8566101,2.3514992,"2 rue Andre Pascal,
75016",,,,443,,,1970-01-01
897,"Oi Polloi ( )",,,,"United Kingdom",London,51.5073219,-0.1276473,"Unit 5, Maun House, 1 Dunn Street,
E8 2DG","Grassroots organisation or community network","0-5 people",,707,,,1970-01-01
737,Oike.coop,,,,France,Montpellier,43.6112422,3.8767337,"14 B Rue Anterrieu,
34000","Social enterprise, charity, foundation or other non-profit","0-5 people",,676,,,1970-01-01
515,OKFN,,,,"United Kingdom",London,51.5073219,-0.1276473,"16 Acton Street,
",,,,508,,,1970-01-01
579,"OKFN Belgium",,,,Belgium,Ghent,51.0538286,3.7250121,"Gaston Crommenlaan 10,
9000","Grassroots organisation or community network","0-5 people",,508,,,1970-01-01
328,"OKFN DE",,,,Germany,Berlin,52.5170365,13.3888599,"Singerstr. 109,
10179","Social enterprise, charity, foundation or other non-profit","11-25 people",,508,,,1970-01-01
3,"One Architecture",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Hamerstraat 3,
1021 JT","For-profit business","0-5 people",,359,,,1970-01-01
107,ONEArmenia,,,,"United States","New York",40.7305991,-73.9865811,"135 West 26th St. 5th Floor,
","Grassroots organisation or community network","0-5 people",,"129, 380",,,1970-01-01
414,ongimedia.org,,,,Spain,donostia,43.3224219,-1.9838888,"mundaiz 50. Innogune. Deusto universidad,
20012",,,,405,,,1970-01-01
646,"Open Antwerpen",,,,Belgium,Antwerpen,51.2211097,4.3997081,"Lammekensraamveld 4,
2000","Grassroots organisation or community network","0-5 people",,187,,,1970-01-01
909,"Open Bank Project",,,,Germany,Berlin,52.5170365,13.3888599,"17,
13359","For-profit business","0-5 people",,267,,,1970-01-01
1239,"OPEN CONSENT",,,,,,,,,,,,,,,2017-02-02
47,"Open Data Manchester",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"52 Kensington Road,
M21 9NU",,,,396,,,1970-01-01
1064,"Open Democracy",,,,"United Kingdom",London,51.5073219,-0.1276473,"Ashwin Street,
","Academia/Research organisation","6-10 people",,84,,,1970-01-01
1086,"Open Food Facts",,,,France,"Saint-Maur des Fosses",48.8005783,2.4949924,"21 rue des Iles,
94100","Grassroots organisation or community network","0-5 people",,45,,,1970-01-01
891,"Open Food Foundation",,,,Australia,Melbourne,-37.8142175,144.9631608,"Level 3, 673 Bourke St,
3000","Social enterprise, charity, foundation or other non-profit","6-10 people",,454,,,1970-01-01
1186,"Open Food Network UK",http://www.openfoodnetwork.org.uk,,,"United Kingdom",plymouth,50.3712659,-4.1425657,,"Social enterprise, charity, foundation or other non-profit","11-25 people",2014-10-06,,"food distribution, food justice",,1970-01-01
674,"Open Garden Inc.",,,,Austria,"San Francisco",-0.1847806,-78.4798189,"751 13th St,
CA 94130",,,,133,,,1970-01-01
293,"Open Knowledge Finland - OKFFI",,,,Finland,Helsinki,60.1674086,24.9425683,"o Otavan Opiston Osuuskunta,
120","Grassroots organisation or community network","0-5 people",,"90, 429, 667",,,1970-01-01
441,"Open Knowledge Foundation",,,,"United Kingdom",London,51.5073219,-0.1276473,"16 Acton Street,
","Social enterprise, charity, foundation or other non-profit",,,525,,,1970-01-01
245,"Open Knowledge Foundation Deutschland e.V.",,,,Germany,Berlin,52.5170365,13.3888599,"Gneisenauerstr. 52b,
10437","Grassroots organisation or community network","6-10 people",,,,,1970-01-01
1104,"Open Ministry",,,,Finland,Helsinki,60.1674086,24.9425683,"Caloniuksenkatu 10 D 67,
100","Grassroots organisation or community network","0-5 people",,"73, 525",,,1970-01-01
1076,"Open P2P Design",,,,Italy,Assago,45.408869,9.125647,"Via Matteotti 14,
20090","For-profit business","0-5 people",,"116, 173, 283",,,1970-01-01
34,"Open Source Software Society(GFOSS)",,,,Greece,Athens,37.9841493,23.7279843,"Arkadias 31,
11527","Academia/Research organisation","0-5 people",,484,,,1970-01-01
704,"Open State Foundation",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Tolhuisweg 2,
1031cl","Grassroots organisation or community network","6-10 people",,"28, 48, 508, 612",,,1970-01-01
1169,"Open street Map",,,,,,,,",
",,,,,,,1970-01-01
1263,"Open Technologies Alliance(GFOSS)",https://gfoss.eu/,,,,,,,,"Academia/Research organisation",,,,"open content, open data, open design, open hardware, open innovation, open source, open standards","International Communia Association",2017-02-27
569,"Open University",,,,"United Kingdom","Milton Keynes",52.0429797,-0.7589606,"Walton Hall,
MK76AA",,,,"658, 662, 771",,,1970-01-01
163,OpenCommerce.org,,,,France,Paris,48.8566101,2.3514992,"27 rue Raffet,
75016","Social enterprise, charity, foundation or other non-profit","0-5 people",,210,,,1970-01-01
985,OpenCorporates,,,,"United Kingdom",London,51.5073219,-0.1276473,"65 Clifton St,
EC2A 4JE","For-profit business","6-10 people",,59,,,1970-01-01
1167,"OpenData Manchester",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"36 Edge Street,
","Grassroots organisation or community network","0-5 people",,159,,,1970-01-01
740,OpenOil,,,,,,,,",
",,,,,,,1970-01-01
552,openPetition.de,,,,Germany,Berlin,52.5170365,13.3888599,"Greifswalder Str. 4,
10405","Social enterprise, charity, foundation or other non-profit","0-5 people",,"6, 337",,,1970-01-01
1123,OpenSensors.io,,,,"United Kingdom",London,51.5073219,-0.1276473,"65 Clifton Street,
EC2A 4JE",,,,,,,1970-01-01
428,OPO-Lab,,,,Portugal,Porto,41.1494512,-8.6107883,"Rua D.Joao IV 643,
4000-303","Academia/Research organisation","6-10 people",,142,,,1970-01-01
797,"Orange Bird",,,,Portugal,Lisbon,38.7077926,-9.136506,"Rua Mateus Vicente 3 - 7 Esq,
1500-445","For-profit business","0-5 people",,"533, 597",,,1970-01-01
365,"Ort France",,,,France,Paris,48.8566101,2.3514992,"10 Villa d'Eylau,
75116","Academia/Research organisation","501-1000 people",,357,,,1970-01-01
28,"Oslo and Akershus University College of Applied Sciences Department of Computer Science",,,,Norway,Oslo,59.9132694,10.7391112,"Postboks 4 St. Olavs plass,
130","Academia/Research organisation","over-1000 people",,717,,,1970-01-01
66,"Otavan Opisto",,,,Finland,Mikkeli,61.6877956,27.2726569,"Otavantie 2 b,
50670","Government/Public Sector","101-500 people",,429,,,1970-01-01
76,OuiShare,http://ouishare.net/,"OuiShare connects people and accelerates projects for systemic change. As a think and do-tank, we experiment with social models based on collaboration, openness and fairness.","<p>A non-profit founded in January 2012 in Paris, OuiShare has rapidly evolved from a handful of enthusiasts to a global community spread across Europe, North, Latin America and the Middle East. Powered by a network of OuiShare&nbsp;<a href=""http://ouishare.net/en/about/team"" data-saferedirecturl=""https://www.google.com/url?hl=en-GB&amp;q=http://ouishare.net/en/about/team&amp;source=gmail&amp;ust=1481651079518000&amp;usg=AFQjCNF-RZEwAd-htGB_3lROrHCXBd9iDg""><strong>Connectors</strong></a>&nbsp;who lead projects and activities, its main hubs are Paris, Barcelona, London, Munich, Montreal and Rio.</p>
<p style=""font-weight: inherit; text-align: center;""><strong><em>Our mission is to build and nurture a collaborative society by connecting people, organizations and ideas around fairness, openness and trust</em></strong><em>.</em></p>
<p>We believe that economic, political and social systems based on these values can solve many of the complex challenges the world faces, and enable everyone to access to the resources and opportunities they need to thrive.</p>
<p><iframe src=""//www.youtube.com/embed/zIr5t_-pRQU"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>
<p>As an international collective OuiShare&rsquo;s main&nbsp;activities consist in:</p>
<ul>
<li><strong>Research and Knowledge Production</strong>: We publish pioneering thinking on the <a href=""http://magazine.ouishare.net/"">OuiShare Mag</a>, do <a href=""http://ouishare.net/en/knowledge/research"">research</a> and curate a global network of experts on different topics in our <a href=""http://ouishare.net/en/communities/knowledge_groups"">knowledge groups</a>.</li>
<li><strong>Community Organising</strong>: We connect people from different fields and backgrounds from over 50 countries through meetups and online discussions.</li>
<li><strong>Events</strong>: We gather pioneers from across the globe for events, festivals and conferences, such as <a href=""http://ouisharefest.com/"">OuiShare Fest</a>&nbsp;and <a title=""ColaborAmerica"" href=""http://colaboramerica.org/"">ColaborAmerica</a>.</li>
<li><strong>Project Acceleration</strong>:&nbsp;We support&nbsp;early stage projects with our knowledge, network of international experts and initiatives in innovation camps such as <a href=""http://poc21.cc/"">POC21</a>, <a href=""http://2016.ouisharefest.com/forward"">OuiShare Fest Forward</a> and <a href=""http://ouishare.net/en/projects/eco2fest-7fbb18e4-0921-4e01-9af8-c80881bd1c11"">Eco2Fest</a>.</li>
<li><strong>Services</strong>: We produce events for organisations that want to hold inspirational events that are participatory, collaborative and zero waste.</li>
</ul>",France,Paris,48.8566101,2.3514992,"29, rue de Meaux,
75018","Grassroots organisation or community network","26-50 people",2012-01-01,"259, 644, 812","collaborative economy, makers, open knowledge, platform coop, sharing economy, social innovation","Civic Innovation Network, Post Growth Alliance",1970-01-01
